2,2,2,1,4,16183,1
0,2,2,0,4,16183,2
0,2,2,0,4,16183,3
0,2,2,0,4,16183,4
0,2,2,0,4,16183,5
0,2,2,0,4,16183,6
0,2,2,0,4,16183,7
0,2,2,0,4,16184,1
0,2,2,0,4,16184,2
0,2,2,0,4,16184,3
0,2,2,0,4,16184,4
0,2,2,0,4,16184,5
0,2,2,0,4,16184,6
0,2,2,0,4,16184,7
0,2,2,0,4,16185,1
0,2,2,0,4,16185,2
0,2,2,0,4,16185,3
0,2,2,0,4,16185,4
0,2,2,0,4,16185,5
0,2,2,0,4,16185,6
0,2,2,0,4,16185,7
0,2,2,0,4,16186,1
0,2,2,0,4,16186,2
0,2,2,0,4,16186,3
0,2,2,0,4,16186,4
0,2,2,0,4,16186,5
0,2,2,0,4,16186,6
0,2,2,0,4,16186,7
0,2,2,0,4,16187,1
0,2,2,0,4,16187,2
0,2,2,0,4,16187,3
0,2,2,0,4,16187,4
0,2,2,0,4,16187,5
0,2,2,0,4,16187,6
0,2,2,0,4,16187,7
0,2,2,0,4,16188,1
0,2,2,0,4,16188,2
0,2,2,0,4,16188,3
0,2,2,0,4,16188,4
0,2,2,0,4,16188,5
0,2,2,0,4,16188,6
0,2,2,0,4,16188,7
0,2,2,0,4,16189,1
0,2,2,0,4,16189,2
0,2,2,0,4,16189,3
0,2,2,0,4,16189,4
32,2,2,1,4,16189,5
64,2,2,1,4,16189,6
128,2,2,1,4,16189,7
2,2,2,1,4,16190,1
0,2,2,0,4,16190,2
0,2,2,0,4,16190,3
0,2,2,0,4,16190,4
0,2,2,0,4,16190,5
0,2,2,0,4,16190,6
0,2,2,0,4,16190,7
2,2,2,1,4,16191,1
0,2,2,0,4,16191,2
0,2,2,0,4,16191,3
0,2,2,0,4,16191,4
0,2,2,0,4,16191,5
0,2,2,0,4,16191,6
0,2,2,0,4,16191,7
2,2,2,1,4,16192,1
0,2,2,0,4,16192,2
0,2,2,0,4,16192,3
0,2,2,0,4,16192,4
0,2,2,0,4,16192,5
0,2,2,0,4,16192,6
0,2,2,0,4,16192,7
0,2,2,0,4,16193,1
0,2,2,0,4,16193,2
0,2,2,0,4,16193,3
0,2,2,0,4,16193,4
0,2,2,0,4,16193,5
0,2,2,0,4,16193,6
0,2,2,0,4,16193,7
2,2,2,1,4,16194,1
4,2,2,1,4,16194,2
8,2,2,1,4,16194,3
0,2,2,0,4,16194,4
0,2,2,0,4,16194,5
0,2,2,0,4,16194,6
0,2,2,0,4,16194,7
2,2,2,1,4,16195,1
0,2,2,0,4,16195,2
0,2,2,0,4,16195,3
0,2,2,0,4,16195,4
0,2,2,0,4,16195,5
0,2,2,0,4,16195,6
0,2,2,0,4,16195,7
2,2,2,1,4,16196,1
4,2,2,1,4,16196,2
0,2,2,0,4,16196,3
0,2,2,0,4,16196,4
32,2,2,1,4,16196,5
64,2,2,1,4,16196,6
128,2,2,1,4,16196,7
2,2,2,1,4,16197,1
4,2,2,1,4,16197,2
8,2,2,1,4,16197,3
0,2,2,0,4,16197,4
0,2,2,0,4,16197,5
0,2,2,0,4,16197,6
0,2,2,0,4,16197,7
256,2,2,1,4,16197,8
2,2,2,1,4,16198,1
0,2,2,0,4,16198,2
0,2,2,0,4,16198,3
0,2,2,0,4,16198,4
0,2,2,0,4,16198,5
0,2,2,0,4,16198,6
0,2,2,0,4,16198,7
0,2,2,0,4,16199,1
0,2,2,0,4,16199,2
0,2,2,0,4,16199,3
0,2,2,0,4,16199,4
0,2,2,0,4,16199,5
0,2,2,0,4,16199,6
0,2,2,0,4,16199,7
0,2,2,0,4,16200,1
0,2,2,0,4,16200,2
0,2,2,0,4,16200,3
0,2,2,0,4,16200,4
0,2,2,0,4,16200,5
0,2,2,0,4,16200,6
0,2,2,0,4,16200,7
0,2,2,0,4,16201,1
0,2,2,0,4,16201,2
0,2,2,0,4,16201,3
0,2,2,0,4,16201,4
0,2,2,0,4,16201,5
0,2,2,0,4,16201,6
0,2,2,0,4,16201,7
2,2,2,1,4,16202,1
4,2,2,1,4,16202,2
8,2,2,1,4,16202,3
0,2,2,0,4,16202,4
0,2,2,0,4,16202,5
0,2,2,0,4,16202,6
0,2,2,0,4,16202,7
0,2,2,0,4,16203,1
0,2,2,0,4,16203,2
0,2,2,0,4,16203,3
0,2,2,0,4,16203,4
0,2,2,0,4,16203,5
0,2,2,0,4,16203,6
0,2,2,0,4,16203,7
2,2,2,1,4,16204,1
4,2,2,1,4,16204,2
0,2,2,0,4,16204,3
0,2,2,0,4,16204,4
32,2,2,1,4,16204,5
64,2,2,1,4,16204,6
128,2,2,1,4,16204,7
2,2,2,1,4,16205,1
4,2,2,1,4,16205,2
8,2,2,1,4,16205,3
0,2,2,0,4,16205,4
0,2,2,0,4,16205,5
0,2,2,0,4,16205,6
128,2,2,1,4,16205,7
2,3,2,1,1,16211,1
4,3,2,1,1,16211,2
0,3,2,0,1,16211,3
0,3,2,0,1,16211,4
32,3,2,1,1,16211,5
64,3,2,1,1,16211,6
0,3,2,0,1,16211,7
256,3,2,1,1,16211,8
512,3,2,1,1,16211,9
1024,3,2,1,1,16211,10
0,3,2,0,1,16213,1
0,3,2,0,1,16213,2
0,3,2,0,1,16213,3
0,3,2,0,1,16213,4
0,3,2,0,1,16213,5
0,3,2,0,1,16213,6
0,3,2,0,1,16213,7
2,3,2,1,1,16214,1
4,3,2,1,1,16214,2
8,3,2,1,1,16214,3
16,3,2,1,1,16214,4
32,3,2,1,1,16214,5
64,3,2,1,1,16214,6
128,3,2,1,1,16214,7
2,3,2,1,1,16215,1
4,3,2,1,1,16215,2
8,3,2,1,1,16215,3
16,3,2,1,1,16215,4
32,3,2,1,1,16215,5
64,3,2,1,1,16215,6
128,3,2,1,1,16215,7
2,3,2,1,3,16227,1
0,3,2,0,3,16227,2
0,3,2,0,3,16227,3
0,3,2,0,3,16227,4
0,3,2,0,3,16227,5
0,3,2,0,3,16227,6
0,3,2,0,3,16227,7
0,3,2,0,3,16228,1
0,3,2,0,3,16228,2
0,3,2,0,3,16228,3
0,3,2,0,3,16228,4
32,3,2,1,3,16228,5
0,3,2,0,3,16228,6
0,3,2,0,3,16228,7
0,3,2,0,3,16228,8
0,3,2,0,3,16228,9
0,3,2,0,3,16229,1
0,3,2,0,3,16229,2
0,3,2,0,3,16229,3
0,3,2,0,3,16229,4
0,3,2,0,3,16229,5
0,3,2,0,3,16229,6
0,3,2,0,3,16229,7
0,3,2,0,3,16230,1
0,3,2,0,3,16230,2
0,3,2,0,3,16230,3
0,3,2,0,3,16230,4
0,3,2,0,3,16230,5
0,3,2,0,3,16230,6
0,3,2,0,3,16230,7
0,3,2,0,3,16231,1
0,3,2,0,3,16231,2
0,3,2,0,3,16231,3
0,3,2,0,3,16231,4
0,3,2,0,3,16231,5
0,3,2,0,3,16231,6
0,3,2,0,3,16231,7
0,3,2,0,3,16232,1
0,3,2,0,3,16232,2
0,3,2,0,3,16232,3
0,3,2,0,3,16232,4
0,3,2,0,3,16232,5
0,3,2,0,3,16232,6
0,3,2,0,3,16232,7
0,3,2,0,3,16233,1
0,3,2,0,3,16233,2
0,3,2,0,3,16233,3
0,3,2,0,3,16233,4
32,3,2,1,3,16233,5
64,3,2,1,3,16233,6
128,3,2,1,3,16233,7
2,3,2,1,3,16234,1
0,3,2,0,3,16234,2
0,3,2,0,3,16234,3
0,3,2,0,3,16234,4
0,3,2,0,3,16234,5
0,3,2,0,3,16234,6
0,3,2,0,3,16234,7
2,3,2,1,3,16235,1
0,3,2,0,3,16235,2
0,3,2,0,3,16235,3
0,3,2,0,3,16235,4
0,3,2,0,3,16235,5
0,3,2,0,3,16235,6
0,3,2,0,3,16235,7
2,3,2,1,3,16236,1
0,3,2,0,3,16236,2
0,3,2,0,3,16236,3
0,3,2,0,3,16236,4
0,3,2,0,3,16236,5
0,3,2,0,3,16236,6
0,3,2,0,3,16236,7
0,3,2,0,3,16237,1
0,3,2,0,3,16237,2
0,3,2,0,3,16237,3
0,3,2,0,3,16237,4
0,3,2,0,3,16237,5
0,3,2,0,3,16237,6
0,3,2,0,3,16237,7
2,3,2,1,3,16238,1
4,3,2,1,3,16238,2
8,3,2,1,3,16238,3
0,3,2,0,3,16238,4
0,3,2,0,3,16238,5
0,3,2,0,3,16238,6
0,3,2,0,3,16238,7
2,3,2,1,3,16239,1
0,3,2,0,3,16239,2
0,3,2,0,3,16239,3
0,3,2,0,3,16239,4
0,3,2,0,3,16239,5
0,3,2,0,3,16239,6
0,3,2,0,3,16239,7
2,3,2,1,3,16240,1
4,3,2,1,3,16240,2
0,3,2,0,3,16240,3
0,3,2,0,3,16240,4
32,3,2,1,3,16240,5
64,3,2,1,3,16240,6
128,3,2,1,3,16240,7
2,3,2,1,3,16241,1
4,3,2,1,3,16241,2
8,3,2,1,3,16241,3
16,3,2,1,3,16241,4
0,3,2,0,3,16241,5
0,3,2,0,3,16241,6
128,3,2,1,3,16241,7
2,3,2,1,3,16242,1
4,3,2,1,3,16242,2
0,3,2,0,3,16242,3
0,3,2,0,3,16242,4
0,3,2,0,3,16242,5
64,3,2,1,3,16242,6
128,3,2,1,3,16242,7
256,3,2,1,3,16242,8
2,3,2,1,3,16243,1
0,3,2,0,3,16243,2
0,3,2,0,3,16243,3
0,3,2,0,3,16243,4
32,3,2,1,3,16243,5
64,3,2,1,3,16243,6
128,3,2,1,3,16243,7
2,3,2,1,3,16244,1
0,3,2,0,3,16244,2
0,3,2,0,3,16244,3
0,3,2,0,3,16244,4
32,3,2,1,3,16244,5
64,3,2,1,3,16244,6
128,3,2,1,3,16244,7
0,3,2,0,3,16245,1
0,3,2,0,3,16245,2
0,3,2,0,3,16245,3
0,3,2,0,3,16245,4
0,3,2,0,3,16245,5
0,3,2,0,3,16245,6
0,3,2,0,3,16245,7
2,3,2,1,3,16246,1
4,3,2,1,3,16246,2
8,3,2,1,3,16246,3
0,3,2,0,3,16246,4
0,3,2,0,3,16246,5
0,3,2,0,3,16246,6
0,3,2,0,3,16246,7
2,3,2,1,3,16247,1
0,3,2,0,3,16247,2
0,3,2,0,3,16247,3
0,3,2,0,3,16247,4
32,3,2,1,3,16247,5
64,3,2,1,3,16247,6
128,3,2,1,3,16247,7
2,3,2,1,3,16248,1
4,3,2,1,3,16248,2
0,3,2,0,3,16248,3
0,3,2,0,3,16248,4
32,3,2,1,3,16248,5
64,3,2,1,3,16248,6
128,3,2,1,3,16248,7
2,3,2,1,3,16249,1
4,3,2,1,3,16249,2
8,3,2,1,3,16249,3
0,3,2,0,3,16249,4
0,3,2,0,3,16249,5
0,3,2,0,3,16249,6
128,3,2,1,3,16249,7
0,1,3,0,20,18340,1
0,1,3,0,20,18340,2
8,1,3,1,20,18340,3
0,1,3,0,20,18340,4
0,1,3,0,20,18340,5
0,1,3,0,20,18340,6
0,1,3,0,20,18341,1
0,1,3,0,20,18341,2
0,1,3,0,20,18341,3
0,1,3,0,20,18341,4
0,1,3,0,20,18342,1
0,1,3,0,20,18342,2
0,1,3,0,20,18342,3
0,1,3,0,20,18342,4
0,1,3,0,20,18343,1
0,1,3,0,20,18343,2
0,1,3,0,20,18343,3
0,1,3,0,20,18343,4
0,1,3,0,20,18344,1
0,1,3,0,20,18344,2
0,1,3,0,20,18344,3
0,1,3,0,20,18344,4
0,1,3,0,20,18345,1
0,1,3,0,20,18345,2
0,1,3,0,20,18345,3
0,1,3,0,20,18345,4
0,1,3,0,20,18346,1
0,1,3,0,20,18346,2
8,1,3,1,20,18346,3
0,1,3,0,20,18347,1
0,1,3,0,20,18347,2
0,1,3,0,20,18347,3
0,1,3,0,20,18347,4
0,1,3,0,20,18374,1
0,1,3,0,20,18374,2
0,1,3,0,20,18374,3
0,1,3,0,20,18374,4
0,1,3,0,20,18375,1
0,1,3,0,20,18375,2
0,1,3,0,20,18375,3
0,1,3,0,20,18375,4
0,2,2,0,6,18376,1
0,2,2,0,6,18376,2
0,2,2,0,6,18376,3
